"10/07/2021","AQS","061030007","1","43","ug/m3 SC","40","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/13/2021","AQS","061030007","1","17","ug/m3 SC","16","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"10/31/2021","AQS","061030007","1","7","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/06/2021","AQS","061030007","1","10","ug/m3 SC","9","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/12/2021","AQS","061030007","1","12","ug/m3 SC","11","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/18/2021","AQS","061030007","1","20","ug/m3 SC","19","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/24/2021","AQS","061030007","1","7","ug/m3 SC","6","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"11/30/2021","AQS","061030007","1","13","ug/m3 SC","12","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/06/2021","AQS","061030007","1","10","ug/m3 SC","9","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/12/2021","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/18/2021","AQS","061030007","1","9","ug/m3 SC","8","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/24/2021","AQS","061030007","1","3","ug/m3 SC","3","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"12/30/2021","AQS","061030007","1","5","ug/m3 SC","5","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"01/07/2022","AQS","061030007","1","5","ug/m3 SC","5","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"01/13/2022","AQS","061030007","1","15","ug/m3 SC","14","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"01/17/2022","AQS","061030007","1","12","ug/m3 SC","11","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"01/23/2022","AQS","061030007","1","8","ug/m3 SC","7","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"01/29/2022","AQS","061030007","1","12","ug/m3 SC","11","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"02/04/2022","AQS","061030007","1","11","ug/m3 SC","10","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
"02/22/2022","AQS","061030007","1","4","ug/m3 SC","4","Red Bluff-Walnut St. District Office","1","100.0000","81102","PM10 Total 0-10um STP","063","39780","Red Bluff, CA","06","California","103","Tehama","40.17093","-122.25556"
